"Ngày","Bắc Giang","Bắc Ninh","Bình Dương","TP HCM","Đồng Tháp","Hà Nội","Đồng Nai","Long An","Tiền Giang","Phú Yên","Đà Nẵng","Hưng Yên","Vĩnh Long","Khánh Hòa","Quảng Ngãi","Nghệ An","Hà Tĩnh","Lạng Sơn","Vĩnh Phúc","Điện Biên","Hà Nam","Yên Bái","Quảng Nam","Hải Dương","Thái Bình","Thanh Hóa","Nam Định","Phú Thọ","Quảng Ninh","Hải Phòng","Thừa Thiên Huế","Đăk Lăk","Hòa Bình","Quảng Trị","Tuyên Quang","Sơn La","Ninh Bình","Thái Nguyên","Bạc Liêu","Gia Lai","Tây Ninh","Trà Vinh","Bắc Kạn","Lào Cai","An Giang","Kiên Giang","Bình Thuận","Cần Thơ","Bà Rịa - Vũng Tàu","Bình Định","Bình Phước","Lâm Đồng","Ninh Thuận","Bến Tre","Sóc Trăng","Cà Mau","Hậu Giang","Đăk Nông","Kon Tum","Hà Giang","Quảng Bình","Lai Châu","","","","","",""
"21/10","5875","1925","227328","422201","9334","4374","60081","33926","15331","3103","4942","299","2433","8629","1499","2108","506","217","248","66","884","12","880","193","87","714","122","270","13","32","914","2667","18","418","11","285","91","17","1078","1143","9354","2007","5","119","8209","7369","4547","6336","4441","1536","1551","460","1160","2136","3746","1349","1050","888","158","277","1832","8","","","","","",""
"22/10","5878","1930","227799","423406","9367","4382","60498","33998","15392","3103","4942","303","2447","8672","1509","2165","510","217","248","66","905","14","889","193","94","751","139","324","16","32","940","2933","18","418","12","286","92","17","1161","1212","9501","2083","5","122","8429","7449","4621","6353","4453","1547","1556","473","1167","2150","3894","1401","1067","891","180","295","1866","8","","","","","",""
"23/10","5880","1935","228316","424155","9399","4389","61103","34066","15548","3111","4944","303","2462","8711","1521","2188","511","217","248","66","910","14","902","193","100","769","142","399","17","34","974","2933","18","425","13","286","94","17","1291","1265","9591","2141","5","127","8653","7546","4702","6396","4491","1559","1578","473","1174","2160","3894","1441","1092","892","191","301","1866","8","","","","","",""
"24/10","5883","1943","228840","425121","9440","4403","61532","34154","15626","3114","4953","303","2477","8754","1533","2215","511","217","248","66","916","14","919","195","100","807","153","433","17","34","1006","3126","18","427","15","286","94","17","1446","1309","9723","2254","6","127","8950","7629","4753","6444","4507","1570","1590","481","1185","2175","4190","1483","1092","897","201","369","1877","10","","","","","",""
"25/10","5884","1948","229357","426090","9459","4421","61990","34228","15737","3116","4954","303","2495","8798","1541","2230","514","219","251","66","930","14","931","196","101","828","174","470","22","34","1029","3159","18","442","15","286","97","17","1602","1361","9886","2314","6","128","9182","7728","4810","6470","4534","1590","1600","484","1197","2198","4277","1525","1140","910","205","391","1885","11","","","","","",""
"26/10","5886","1949","229885","426873","9476","4439","62471","34294","15858","3118","4956","311","2513","8843","1549","2289","514","220","253","66","941","14","959","197","101","878","200","503","22","34","1041","3321","18","442","17","290","97","17","1708","1407","10006","2422","6","128","9472","7846","4850","6527","4567","1613","1623","490","1208","2217","4277","1557","1167","917","207","419","1888","13","","","","","",""
"27/10","5900","1953","230406","428013","9525","4465","62970","34375","15985","3119","4959","311","2531","8887","1570","2308","515","220","253","66","953","14","1051","197","102","923","228","521","23","35","1055","3575","18","448","17","290","98","17","1950","1439","10208","2504","6","129","9693","7996","4947","6625","4584","1616","1642","490","1222","2231","4375","1557","1209","923","213","438","1888","13","","","","","",""
"28/10","5903","1965","231024","429082","9551","4496","63715","34468","16124","3129","4963","313","2556","8917","1579","2351","515","221","260","66","974","15","1180","197","102","945","266","602","24","35","1086","3655","18","455","17","290","98","18","1950","1497","10398","2596","6","131","9979","8156","5063","6763","4603","1621","1642","510","1244","2270","4503","1635","1248","929","219","622","1897","13","","","","","",""
"29/10","5915","1972","231721","430059","9611","4533","64412","34559","16199","3132","4965","314","2593","8947","1586","2376","516","221","261","66","987","15","1218","199","106","961","280","648","30","37","1103","3745","18","455","17","291","101","18","2348","1558","10578","2655","6","131","10299","8405","5131","6864","4603","1638","1662","512","1244","2304","4654","1700","1290","935","231","682","1929","13","","","","","",""
"30/10","5920","1994","232386","431101","9678","4589","65091","34665","16422","3142","4967","316","2628","8973","1594","2399","520","221","267","66","1007","15","1237","199","109","976","304","682","31","40","1130","3891","18","465","17","291","101","18","2752","1627","10781","2737","6","131","10530","8703","5210","6959","4628","1654","1685","519","1313","2350","4844","1740","1332","942","238","682","1934","16","","","","","",""
"31/10","5940","2027","233058","432142","9761","4635","65779","34774","16644","3145","4971","316","2664","8994","1601","2418","520","222","267","66","1029","15","1255","201","111","999","310","717","31","42","1147","4048","18","479","17","291","104","18","3167","1690","10891","2820","6","131","10872","8998","5340","7089","4692","1669","1734","519","1371","2404","5024","1800","1370","942","238","785","1943","16","","","","","",""
"1/11","5949","2077","233740","433069","9850","4692","66436","34874","16807","3150","4971","316","2714","9015","1615","2440","523","222","270","66","1052","15","1269","201","112","1033","320","787","31","42","1169","4212","19","481","19","291","104","22","3549","1708","11048","2892","6","135","11087","9467","5507","7238","4801","1678","1806","544","1433","2441","5218","1868","1417","942","267","883","1956","16","","","","","",""
"2/11","5966","2192","234520","433751","9941","4748","67294","34990","17009","3150","4978","318","2764","9041","1624","2476","525","222","273","67","1073","15","1280","205","112","1078","327","846","34","46","1179","4292","19","481","21","293","104","30","3865","1782","11179","2959","6","136","11401","9888","5671","7384","4868","1718","1819","564","1522","2488","5383","1930","1463","953","277","976","1963","16","","","","","",""
"3/11","5998","2240","235293","434736","10038","4824","68199","35109","17216","3160","4982","319","2831","9068","1653","2496","526","227","274","92","1084","15","1370","216","117","1107","336","896","38","52","1214","4390","20","492","21","301","113","31","4155","1827","11451","2995","7","138","11713","10262","5807","7536","4950","1768","1889","582","1617","2540","5576","1930","1503","963","286","1094","1971","16","","","","","",""
"4/11","6066","2291","236241","435717","10135","4924","69138","35287","17479","3165","4995","345","2906","9102","1664","2496","530","227","276","116","1105","15","1412","221","118","1143","339","963","42","54","1240","4600","20","492","24","301","113","45","4155","1856","11691","3118","7","142","12094","10740","6001","7722","5048","1803","1941","582","1695","2540","5774","1981","1548","980","286","1204","1975","16","","","","","",""
"5/11","6109","2337","237158","436629","10301","5015","70091","35427","17642","3168","5009","367","2998","9146","1690","2547","543","230","276","129","1118","15","1435","225","120","1192","376","1002","58","57","1247","4735","20","496","26","303","118","50","4623","1950","11996","3204","8","143","12505","11217","6299","7921","5122","1821","2048","612","1750","2630","5967","2222","1597","1056","293","1342","1979","22","","","","","",""
"6/11","6153","2390","238079","437615","10499","5131","71176","35569","17871","3169","5030","383","3095","9196","1708","2595","559","241","292","152","1136","16","1462","235","126","1229","405","1073","101","67","1310","4808","21","496","27","303","120","51","4888","2013","12263","3277","8","143","12995","11692","6504","8122","5218","1832","2048","639","1799","2714","6170","2540","1597","1056","296","1488","1992","29","","","","","",""
"7/11","6223","2441","238905","438624","10788","5203","72173","35688","18104","3182","5048","394","3223","9256","1749","2645","580","241","295","166","1149","16","1470","248","127","1274","451","1124","122","68","1339","4959","23","501","27","304","120","54","5186","2042","12656","3352","8","143","13422","12090","6783","8332","5368","1878","2162","659","1847","2778","6408","2724","1653","1100","309","1604","2005","29","","","","","",""
"8/11","6279","2509","239728","439940","11139","5314","73142","35824","18496","3189","5069","412","3372","9336","1763","2703","597","241","304","170","1158","16","1484","259","128","1301","518","1181","132","84","1353","5092","23","501","29","315","122","70","5415","2101","13010","3403","8","143","13953","12453","7050","8510","5517","1928","2241","688","1899","2847","6408","2946","1707","1160","313","1737","2035","31","","","","","",""
"9/11","6310","2555","240347","441216","11518","5582","74065","35917","18703","3199","5101","429","3526","9435","1802","2753","600","241","319","176","1164","16","1523","263","135","1325","538","1207","139","88","1385","5289","26","507","31","317","122","70","5647","2145","13251","3583","8","143","14510","12744","7329","8673","5671","1993","2349","708","1948","2897","6980","3231","1765","1160","317","1864","2037","33","","","","","",""
"10/11","6346","2578","240974","442630","11792","5662","74913","36049","19099","3215","5127","452","3683","9557","1859","2804","644","250","323","182","1170","18","1542","281","136","1358","567","1252","139","89","1391","5470","27","518","39","317","127","72","5881","2206","13686","3657","9","143","14960","13071","7616","8812","5862","2032","2480","708","1998","2984","7278","3411","1828","1196","328","1958","2050","35","","","","","",""
"11/11","6372","2646","241589","443815","12144","5816","75843","36179","19516","3231","5140","466","3842","9685","1900","2836","653","270","328","197","1172","19","1569","307","136","1407","626","1313","163","89","1432","5632","28","536","40","321","131","77","6172","2249","14342","3778","9","143","15555","13470","7853","8867","6047","2095","2588","762","2033","3048","7278","3592","1896","1256","332","2055","2065","35","","","","","",""
"12/11","6414","2695","242243","445203","12527","5992","76656","36289","20150","3239","5174","484","4126","9855","1938","2883","671","276","331","199","1183","19","1614","337","190","1444","653","1347","186","105","1476","5632","30","565","42","326","131","79","6424","2272","14859","3863","9","143","16216","13873","8140","9045","6224","2152","2687","816","2080","3132","7576","3850","1997","1316","334","2117","2098","35","","","","","",""
"13/11","6452","2730","242874","446443","12986","6144","77399","36368","20506","3256","5200","491","4418","10064","1973","2983","695","276","336","219","1188","19","1641","358","269","1474","684","1386","199","116","1551","5758","30","580","42","327","135","81","6612","2307","15452","3983","9","145","16763","14054","8405","9126","6448","2278","2885","877","2119","3231","7872","4121","2064","1355","336","2174","2107","35","","","","","",""
"14/11","6493","2762","243497","447428","13368","6232","78073","36463","20780","3272","5218","491","4706","10273","2012","3027","696","285","336","239","1209","21","1684","358","403","1521","720","1432","236","116","1644","5986","30","615","69","327","144","85","6885","2343","15784","4117","9","145","17458","14328","8774","9272","6652","2308","3069","877","2156","3329","8171","4364","2133","1407","336","2230","2136","35","","","","","",""
"15/11","6531","2832","244113","448593","13751","6471","78631","36599","21280","3296","5231","513","4995","10384","2043","3027","720","294","344","250","1228","22","1725","403","495","1542","730","1449","259","121","1725","5986","31","615","104","327","161","86","7183","2368","16363","4296","10","145","18118","14657","9116","9397","6830","2363","3256","945","2195","3419","8476","4579","2220","1458","340","2347","2148","35","","","","","",""
"16/11","6591","2913","244720","449776","14143","6629","79262","36699","21951","3307","5265","522","5286","10534","2075","3172","727","303","355","258","1235","23","1786","432","601","1594","803","1463","274","121","1795","6074","33","637","131","328","161","88","7511","2418","17046","4490","10","147","18600","14981","10164","9555","7130","2411","3455","1029","2230","3604","8819","4919","2316","1502","343","2469","2166","35","","","","","",""
"17/11","6670","3020","245321","451113","14632","6847","79926","36852","22477","3320","5302","534","5576","10678","2111","3249","741","303","366","261","1253","23","1856","513","661","1623","854","1480","353","128","1891","6262","39","652","156","328","180","91","7834","2418","17422","4642","10","148","19127","15377","10653","9700","7558","2498","3672","1029","2264","3784","9183","5152","2410","1534","350","2603","2195","35","","","","","",""
"18/11","6719","3098","246007","452722","15147","7049","80489","36934","23099","3345","5328","544","5890","10813","2162","3310","772","309","422","320","1265","24","1929","529","746","1669","901","1495","384","133","1982","6380","41","657","181","336","180","92","8148","2486","18054","4836","10","153","19637","15681","10986","9830","7981","2580","3861","1124","2309","3968","9526","5310","2532","1575","352","2838","2215","35","","","","","",""
"19/11","6741","3173","246668","454061","15656","7336","81067","37046","23481","3356","5354","552","6193","10967","2203","3410","772","315","454","337","1278","29","1991","549","845","1714","954","1518","433","134","2064","6380","45","687","210","336","186","96","8573","2530","18653","5030","11","153","20002","15988","11356","10077","8425","2640","4044","1204","2348","4130","9902","5580","2655","1612","352","2921","2231","35","","","","","",""
"20/11","6785","3271","247337","455107","16171","7570","81688","37158","23724","3376","5398","556","6490","11125","2245","3476","784","322","507","360","1301","30","2031","560","896","1772","1022","1551","446","148","2160","6585","48","722","238","347","188","100","8918","2633","19148","5311","11","159","20331","16234","11763","10278","8795","2701","4300","1310","2399","4261","10293","5922","2843","1698","352","3005","2256","35","","","","","",""
"21/11","6853","3387","248020","456372","16679","7786","82292","37251","23867","3384","5435","565","6801","11295","2292","3559","815","330","608","377","1325","31","2174","595","949","1807","1090","1593","463","150","2279","6585","52","736","267","347","200","102","9274","2646","19558","5571","11","159","20573","16595","12256","10619","9336","2824","4455","1395","2437","4481","10692","6252","3036","1730","352","3126","2298","35","","","","","",""
"22/11","6869","3568","248708","457919","17186","8046","82814","37336","23944","3416","5467","581","7108","11463","2337","3629","845","330","647","405","1349","32","2254","612","987","1864","1142","1602","499","155","2390","6751","63","762","296","349","200","106","9662","2735","20122","5773","11","163","20816","16816","12626","11154","9735","2940","4732","1529","2496","4793","11090","6494","3230","1789","363","3287","2298","35","","","","","",""
"23/11","6893","3667","277406","459123","17783","8306","83385","37481","24056","3467","5532","597","7613","11635","2402","3721","877","340","717","409","1371","33","2349","631","1037","1916","1182","1629","543","157","2550","6826","98","777","324","352","206","108","10136","2780","20722","6068","11","167","21136","17166","13119","11508","10444","3051","5241","1594","2553","5029","11485","6746","3425","1845","369","3366","2344","35","","","","","",""
"24/11","6913","3908","278102","460789","18408","8580","83965","37571","24116","3500","5592","605","8095","11818","2452","3853","899","340","850","416","1395","33","2446","655","1082","2014","1238","1655","565","193","2632","6978","161","812","353","352","211","116","10554","2809","21476","6367","12","168","21317","17535","13589","12274","11030","3184","5386","1618","2600","5329","11910","6970","3623","1939","374","3510","2344","36","","","","","",""
"25/11","6933","4030","278780","462371","19017","8844","84508","37681","24239","3524","5658","618","8586","12009","2491","3971","925","353","904","433","1413","33","2538","660","1142","2083","1280","1689","584","195","2728","7071","225","838","381","361","216","126","11171","2937","22159","6661","12","170","21565","17932","13991","13015","11688","3343","5728","1853","2632","5730","12396","7257","3862","2008","374","3645","2435","36","","","","","",""
"26/11","6949","4183","279487","464180","19618","9097","85064","37756","24362","3554","5750","665","9122","12225","2571","4088","944","397","966","437","1423","34","2633","668","1167","2138","1318","1727","609","199","2841","7252","229","895","409","361","234","148","11737","2958","22814","6970","12","172","21952","18350","14487","13912","12341","3475","5999","1965","2663","6231","12889","7631","4100","2100","380","3788","2463","36","","","","","",""
"27/11","6958","4320","280203","465953","20222","9407","85631","37865","24483","3590","5816","687","9661","12464","2627","4212","952","425","1070","446","1425","37","2692","707","1199","2193","1347","1760","624","221","2947","7252","289","919","438","365","234","202","12311","3067","26490","7298","16","173","22276","18777","15049","14866","13038","3672","6138","2124","2709","6496","13338","8053","4387","2185","382","3953","2490","36","","","","","",""
"28/11","6969","4505","280908","467407","20814","9684","86184","37966","24638","3613","5882","714","10206","12722","2658","4282","1017","425","1128","453","1441","54","2756","748","1233","2264","1387","1800","652","349","3083","7327","338","945","465","366","234","260","12823","3155","27182","7298","18","178","22491","19216","15647","15832","13569","3865","6729","2257","2766","7018","13829","8440","4681","2257","382","4038","2511","36","","","","","",""
"29/11","6980","4650","281605","468961","21422","10113","86732","38088","24688","3648","5947","736","10765","13030","2705","4425","1017","445","1178","457","1452","71","2840","817","1240","2351","1442","1854","661","385","3202","7327","384","963","495","367","243","299","13367","3181","27901","7858","18","181","22866","19659","16223","16745","14217","4060","7245","2431","2822","7353","14417","8836","4975","2345","389","4201","2529","36","","","","","",""
"30/11","6987","4735","282231","470458","22024","10480","87246","38168","24888","3692","6022","754","11336","13380","2776","4515","1095","465","1213","460","1468","94","2887","879","1267","2440","1506","1893","694","539","3321","7467","421","999","524","368","244","356","13904","3282","28628","8023","20","183","23160","20085","16815","17726","15077","4246","7704","2650","2883","7792","15131","9213","5261","2469","397","4266","2546","36","","","","","",""
"1/12","6998","4841","282873","472133","22634","10947","87755","38250","25030","3743","6121","821","11921","13745","2826","4593","1126","486","1239","468","1479","116","2943","925","1297","2544","1558","1957","717","680","3462","7809","439","1016","553","370","244","435","14306","3329","29357","8263","20","187","23404","20564","17399","18715","15833","4480","8219","2872","2959","8211","15888","9720","5552","2551","412","4334","2575","36","","","","","",""
"2/12","7017","4935","283287","473871","23240","11446","88230","38331","25206","3787","6203","876","12515","14139","2864","4662","1126","515","1263","469","1484","124","3009","964","1323","2638","1621","1977","733","717","3605","7867","486","1030","586","372","244","522","14798","3356","30125","8465","21","194","23675","20969","17901","19700","16470","4649","8691","3069","3027","8718","16635","10216","5848","2637","417","4454","2590","36","","","","","",""
"3/12","7043","5062","283589","475182","23848","12237","88726","38443","25323","3824","6322","902","13079","14589","2903","4795","1171","515","1303","471","1487","143","3076","998","1349","2711","1659","2022","740","915","4555","8038","509","1030","616","373","244","620","15132","3404","30904","8691","25","201","23960","21319","18482","20682","17030","4853","9168","3167","3109","9289","17426","10705","6040","2775","433","4574","2606","36","","","","","",""
"4/12","7063","5181","283908","476818","24472","12692","89159","38534","25532","3876","6426","967","13631","15056","2944","4856","1192","515","1347","471","1495","183","3135","1053","1376","2814","1698","2071","760","996","4890","8080","529","1064","641","374","250","702","15697","3584","31691","8992","26","212","24279","21817","19108","21680","17650","5056","9730","3167","3185","10051","17426","11273","6328","2891","433","4714","2631","36","","","","","",""
"5/12","7075","5294","284263","478309","25162","13092","89514","38624","25789","3907","6504","1027","14175","15521","3025","4856","1203","526","1381","472","1500","204","3198","1141","1404","2908","1745","2116","822","1087","5195","8080","552","1068","657","383","255","737","16095","3645","32483","9204","27","221","24629","22211","19756","22812","18360","5484","10277","3251","3260","10681","18201","11717","6623","2993","446","4874","2656","38","","","","","",""
"6/12","7085","5430","284489","479483","25857","13679","89822","38727","26074","3966","6629","1090","14710","15982","3088","4856","1223","560","1422","474","1505","230","3258","1189","1433","2990","1798","2149","824","1241","5256","8349","564","1094","694","385","261","799","16576","3756","33342","9670","27","228","24974","22575","20241","24001","18929","5706","10914","3458","3304","11380","18994","12356","6914","3095","446","4974","2707","38","","","","","",""
"7/12","7085","5430","284489","479483","25857","13679","89822","38727","26074","3966","6629","1090","14710","15982","3088","4856","1223","560","1422","474","1505","230","3258","1189","1433","2990","1798","2149","824","1241","5256","8349","564","1094","694","385","261","799","16576","3756","33342","9670","27","228","24974","22575","20241","24001","18929","5706","10914","3458","3304","11380","18994","12356","6914","3095","446","4974","2707","38","","","","","",""
